Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken_min,Day_Ordered,Month_Ordered,Year_Ordered
28.0,4.5,26.90519,75.810753,26.99519,75.900753,Stormy,Low,0,Drinks,motorcycle,1.0,No,,20,14,3,2022
28.0,4.6,12.299524,76.64262,12.339524,76.68262,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,5,4,2022
20.0,4.8,21.15276,72.778059,21.28276,72.908059,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,20,20,3,2022
24.0,4.9,23.355164,85.324097,23.435164,85.404097,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,12,4,3,2022
27.0,4.7,0.0,0.0,0.13,0.13,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,13,18,3,2022
38.0,4.7,12.913041,77.683237,12.953041,77.723237,Sandstorms,High,2,Buffet,scooter,,No,Metropolitian,32,21,3,2022
21.0,4.8,23.416792,85.316842,23.426792,85.326842,Stormy,High,2,Buffet,scooter,1.0,No,Urban,16,3,4,2022
23.0,4.8,12.337978,76.616792,12.397978,76.676792,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,21,3,2022
34.0,4.3,22.31279,73.170283,22.42279,73.280283,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,35,4,4,2022
36.0,4.9,17.426228,78.407495,17.496228,78.477495,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,54,12,3,2022
22.0,4.8,0.0,0.0,0.09,0.09,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,19,14,2,2022
24.0,4.9,9.970717,76.285447,10.080717,76.395447,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,13,18,2,2022
37.0,4.9,11.026117,76.944652,11.106117,77.024652,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,29,3,2022
28.0,4.9,0.0,0.0,0.08,0.08,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,14,2,2022
36.0,4.9,18.533811,73.899315,18.553811,73.919315,Fog,Low,0,Meal,motorcycle,0.0,No,Urban,22,1,4,2022
32.0,4.3,18.593481,73.785901,18.683481,73.875901,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,40,31,3,2022
23.0,4.6,26.911927,75.797282,27.021927,75.907282,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,6,3,2022
20.0,5.0,13.064181,80.236442,13.104181,80.276442,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,21,21,3,2022
37.0,4.2,9.979363,76.285001,10.039363,76.345001,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,34,17,2,2022
37.0,4.9,23.351489,85.324253,23.481489,85.454253,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,41,12,3,2022
30.0,5.0,18.994049,72.825203,19.004049,72.835203,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,17,3,2022
29.0,4.6,12.352058,76.60665,12.372058,76.62665,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,17,19,3,2022
32.0,4.5,12.975377,77.696664,13.055377,77.776664,Stormy,Jam,1,Drinks,scooter,2.0,No,Urban,41,23,3,2022
22.0,4.9,12.913041,77.683237,12.943041,77.713237,Stormy,Low,2,Meal,motorcycle,0.0,,Urban,11,24,3,2022
29.0,4.9,26.902908,75.792934,26.942908,75.832934,Sunny,High,1,Meal,motorcycle,0.0,No,Urban,10,3,4,2022
27.0,4.7,26.90519,75.810753,26.92519,75.830753,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,34,5,4,2022
23.0,5.0,22.32,73.17,22.33,73.18,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,29,15,3,2022
38.0,4.9,19.12663,72.829976,19.21663,72.919976,Windy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,53,4,3,2022
31.0,4.1,22.569358,88.433452,22.649358,88.513452,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,41,16,2,2022
37.0,5.0,11.001753,76.986241,11.041753,77.026241,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,29,13,3,2022
21.0,4.8,11.001753,76.986241,11.031753,77.016241,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,3,3,2022
35.0,4.2,15.303897,73.914336,15.323897,73.934336,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,31,13,2,2022
28.0,4.7,18.53408,73.89852,18.56408,73.92852,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,5,3,2022
30.0,5.0,11.010375,76.95295,11.100375,77.04295,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,15,16,3,2022
35.0,4.8,12.310972,76.659264,12.420972,76.769264,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,28,29,3,2022
34.0,4.2,12.933284,77.615428,12.983284,77.665428,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,11,3,2022
33.0,4.6,21.15276,72.778059,21.24276,72.868059,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,25,10,3,2022
35.0,4.9,11.000762,76.981876,11.010762,76.991876,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,3,4,2022
32.0,3.7,22.32,73.17,22.41,73.26,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,35,23,3,2022
36.0,4.9,11.022169,76.999594,11.152169,77.129594,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,23,29,3,2022
30.0,4.7,12.323194,76.630583,12.333194,76.640583,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,17,3,2022
20.0,4.8,19.003517,72.82765,19.013517,72.83765,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,16,9,3,2022
22.0,5.0,12.979096,77.640625,13.059096,77.720625,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,31,3,2022
23.0,4.4,23.39925,85.390464,23.45925,85.450464,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,1,3,2022
24.0,4.1,21.186438,72.794115,21.316438,72.924115,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,12,3,2022
26.0,4.8,23.39925,85.390464,23.41925,85.410464,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,24,1,3,2022
33.0,4.3,23.359033,85.325347,23.439033,85.405347,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,51,2,4,2022
34.0,4.7,17.428294,78.404423,17.538294,78.514423,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,17,4,4,2022
37.0,4.7,22.311844,73.165081,22.441844,73.295081,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,4,4,2022
30.0,4.9,15.506205,73.766668,15.556205,73.816668,Sunny,Low,2,Snack,scooter,0.0,No,Urban,13,15,2,2022
28.0,4.5,12.979096,77.640625,13.049096,77.710625,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,12,3,2022
35.0,4.7,11.001753,76.986241,11.031753,77.016241,Fog,Low,2,Snack,scooter,1.0,No,Urban,18,24,3,2022
33.0,4.6,18.994237,72.825553,19.104237,72.935553,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,27,3,2022
31.0,5.0,12.933284,77.615428,13.003284,77.685428,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,29,3,2022
36.0,3.8,26.902328,75.794257,26.982328,75.874257,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,37,12,3,2022
30.0,4.2,26.956431,75.776649,26.976431,75.796649,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,33,9,3,2022
34.0,4.3,11.003008,76.97544,11.073009,77.04544,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,32,25,3,2022
28.0,4.8,17.440827,78.393391,17.450827,78.403391,Sandstorms,Low,2,Snack,scooter,,No,Metropolitian,15,15,3,2022
28.0,4.8,23.359407,85.325055,23.429407,85.395055,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,27,4,3,2022
38.0,4.3,22.728163,75.884212,22.838163,75.994212,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,53,31,3,2022
,,12.949934,77.699386,13.029934,77.779386,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,29,3,2022
30.0,4.6,22.311358,73.164798,22.321358,73.174798,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,35,5,4,2022
23.0,4.7,11.026117,76.944652,11.106117,77.024652,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,27,3,2022
25.0,4.7,22.728163,75.884212,22.768163,75.924212,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,22,11,3,2022
28.0,4.9,21.186438,72.794115,21.236438,72.844115,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,19,11,3,2022
20.0,4.8,13.029198,77.570997,13.049198,77.590997,Stormy,High,0,Meal,motorcycle,0.0,No,Metropolitian,16,21,3,2022
23.0,4.5,23.214459,77.434976,23.244459,77.464976,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,18,11,2,2022
31.0,4.8,11.008638,76.984311,11.138638,77.114311,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,28,27,3,2022
29.0,4.7,23.351058,85.325731,23.401058,85.375731,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,25,11,3,2022
22.0,4.6,18.563934,73.915367,18.593934,73.945367,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,3,3,2022
32.0,4.8,22.75004,75.902847,22.78004,75.932847,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,24,3,2022
30.0,4.9,15.5696,73.742294,15.6196,73.792294,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,17,2,2022
37.0,4.1,0.0,0.0,0.09,0.09,Fog,Jam,2,Drinks,motorcycle,1.0,No,Semi-Urban,49,23,3,2022
32.0,4.7,23.357804,85.325146,23.387804,85.355146,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,26,3,2022
20.0,4.7,12.979166,77.640709,13.039166,77.700709,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,11,3,2022
27.0,4.7,23.353783,85.326967,23.443783,85.416967,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Urban,24,4,3,2022
,,22.310526,73.170937,22.440526,73.300937,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,6,4,2022
30.0,4.9,18.592718,73.773572,18.722718,73.903572,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,6,4,2022
31.0,4.1,11.021278,76.995017,11.081278,77.055017,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,11,3,2022
22.0,4.6,23.374878,85.335739,23.394878,85.355739,Cloudy,High,2,Buffet,scooter,,No,Metropolitian,20,13,3,2022
33.0,4.8,26.911378,75.789034,26.951378,75.829034,Cloudy,High,1,Snack,motorcycle,0.0,No,Metropolitian,35,21,3,2022
32.0,4.8,18.994237,72.825553,19.044237,72.875553,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,30,3,2022
20.0,4.8,0.0,0.0,0.02,0.02,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,18,26,3,2022
28.0,4.8,17.429585,78.392621,17.499585,78.462621,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,20,6,4,2022
25.0,4.8,22.727021,75.884167,22.807021,75.964167,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,14,3,2022
22.0,4.6,26.892312,75.806896,27.002312,75.916896,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,15,18,3,2022
33.0,4.6,18.530963,73.828972,18.540963,73.838972,Fog,Low,2,Meal,scooter,1.0,No,Urban,16,15,3,2022
23.0,4.8,19.091458,72.827808,19.201458,72.937808,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,14,4,4,2022
31.0,4.3,11.003681,76.975525,11.073681,77.045525,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,8,3,2022
25.0,4.5,19.121999,72.908493,19.151999,72.938493,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23,26,3,2022
22.0,5.0,12.337978,76.616792,12.417978,76.696792,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,16,18,3,2022
34.0,4.5,18.592718,73.773572,18.662718,73.843572,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,6,3,2022
29.0,4.5,22.308096,73.167753,22.318096,73.177753,Sandstorms,High,1,Drinks,scooter,0.0,No,Metropolitian,24,3,4,2022
30.0,4.7,13.066762,80.251865,13.106762,80.291865,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,26,1,3,2022
31.0,4.9,0.0,0.0,0.09,0.09,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,28,14,2,2022
,,13.049645,80.242268,13.059645,80.252268,,,3,Meal,motorcycle,1.0,No,Metropolitian,10,1,4,2022
21.0,5.0,12.975377,77.696664,13.085377,77.806664,Windy,Jam,2,Drinks,motorcycle,0.0,No,Urban,17,6,3,2022
23.0,4.7,18.994049,72.825203,19.044049,72.875203,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,5,4,2022
30.0,5.0,13.086438,80.220672,13.106438,80.240672,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,24,9,3,2022
25.0,4.9,22.31279,73.170283,22.44279,73.300283,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31,18,3,2022
21.0,4.7,17.455894,78.375467,17.505894,78.425467,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,28,3,2022
36.0,4.3,26.913987,75.752891,26.943987,75.782891,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Urban,31,28,3,2022
33.0,4.8,17.428294,78.404423,17.508294,78.484423,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,6,3,2022
36.0,4.9,18.55144,73.804855,18.68144,73.934855,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,49,10,3,2022
,,26.911927,75.797282,27.001927,75.887282,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,6,4,2022
39.0,4.7,18.592718,73.773572,18.702718,73.883572,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,20,6,4,2022
36.0,4.8,0.0,0.0,0.08,0.08,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,35,27,3,2022
36.0,4.8,9.985497,76.276999,10.025497,76.316999,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,25,13,2,2022
36.0,4.6,21.186438,72.794115,21.236438,72.844115,Windy,Jam,2,Drinks,motorcycle,0.0,No,Urban,33,3,4,2022
36.0,4.8,12.323978,76.627961,12.333978,76.637961,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,28,3,2022
38.0,4.8,0.0,0.0,0.04,0.04,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,17,2,2022
21.0,4.7,27.16185,78.040165,27.18185,78.060165,Windy,Low,1,Buffet,motorcycle,0.0,No,,10,15,2,2022
38.0,4.6,22.751234,75.88949,22.811234,75.94949,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,28,3,2022
22.0,4.7,17.422819,78.449578,17.502819,78.529578,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,17,16,3,2022
20.0,4.4,19.888716,75.321461,19.968716,75.401461,Fog,Jam,2,Snack,scooter,0.0,Yes,Metropolitian,43,14,2,2022
21.0,4.6,12.284747,76.625861,12.344747,76.685861,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,16,21,3,2022
20.0,4.7,0.0,0.0,0.13,0.13,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,24,23,3,2022
26.0,4.9,15.157944,73.950889,15.207944,74.000889,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,17,2,2022
28.0,4.6,11.006686,76.951736,11.046686,76.991736,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14,30,3,2022
35.0,4.6,19.065838,72.832658,19.125838,72.892658,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,26,3,2022
,,22.310237,73.158921,22.360237,73.208921,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,20,5,4,2022
32.0,4.1,19.207222,72.972281,19.287222,73.052281,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,33,18,3,2022
28.0,4.6,19.003517,72.82765,19.023517,72.84765,Fog,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,3,3,2022
35.0,4.6,21.149669,72.772629,21.209669,72.832629,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,5,3,2022
39.0,4.7,19.065838,72.832658,19.075838,72.842658,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,25,15,3,2022
21.0,4.8,0.0,0.0,0.05,0.05,Fog,Low,2,Snack,electric_scooter,,No,Urban,11,13,2,2022
30.0,4.7,21.157735,72.768778,21.267735,72.878778,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20,3,2022
23.0,4.9,26.913483,75.803139,27.053483,75.943139,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,42,25,3,2022
37.0,3.8,21.170096,72.789122,21.240096,72.859122,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,36,4,4,2022
32.0,4.9,12.316967,76.603067,12.406967,76.693067,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45,6,3,2022
34.0,3.9,12.935662,77.61413,13.005662,77.68413,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,34,4,3,2022
27.0,4.7,22.551084,88.354127,22.641084,88.444127,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,18,2,2022
,,23.359194,85.325447,23.399194,85.365447,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,15,5,4,2022
27.0,4.8,30.893081,75.821495,30.903081,75.831495,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,11,2,2022
39.0,4.7,17.428294,78.404423,17.498294,78.474423,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,42,12,3,2022
30.0,4.6,11.003669,76.976494,11.113669,77.086494,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,22,27,3,2022
21.0,4.6,10.96185,76.971082,11.07185,77.081082,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,2,4,2022
34.0,4.6,9.985497,76.276999,9.995497,76.286999,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,20,17,2,2022
,,26.846156,75.8023,26.856156,75.8123,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,19,3,2022
38.0,4.5,22.32,73.17,22.45,73.3,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,44,4,3,2022
,,23.353783,85.326967,23.393783,85.366967,Sunny,High,0,Snack,motorcycle,1.0,No,Urban,41,9,3,2022
31.0,5.0,12.975996,80.221898,13.085996,80.331898,Cloudy,Jam,1,Meal,scooter,3.0,No,Metropolitian,48,6,4,2022
39.0,4.6,12.978453,77.643685,12.998453,77.663685,Fog,Low,1,Buffet,scooter,1.0,No,Urban,16,5,3,2022
32.0,4.8,26.482581,80.315628,26.552581,80.385628,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,14,2,2022
24.0,4.8,13.02978,80.208812,13.15978,80.338812,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,27,3,2022
35.0,4.5,22.32,73.17,22.4,73.25,Windy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,41,4,4,2022
28.0,5.0,0.0,0.0,0.01,0.01,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,22,21,3,2022
23.0,4.4,0.0,0.0,0.02,0.02,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,23,15,2,2022
32.0,4.9,18.533811,73.899315,18.563811,73.929315,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,13,3,2022
23.0,4.7,0.0,0.0,0.07,0.07,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,16,2,2022
23.0,4.7,23.354422,85.3329,23.404422,85.3829,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,21,3,2022
27.0,4.8,17.428294,78.404423,17.558294,78.534423,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,8,3,2022
27.0,4.6,23.333017,85.3172,23.363017,85.3472,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,11,3,2022
36.0,4.8,27.161661,78.011544,27.181661,78.031544,Fog,Low,2,Meal,scooter,1.0,No,Urban,17,11,2,2022
,,12.310972,76.659264,12.330972,76.679264,,,3,Drinks,motorcycle,1.0,No,Urban,30,5,4,2022
25.0,4.6,15.574828,73.766883,15.594828,73.786883,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,17,15,2,2022
32.0,4.8,11.022477,76.995667,11.152477,77.125667,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,23,3,2022
27.0,4.0,11.001753,76.986241,11.111753,77.096241,Cloudy,Jam,1,Drinks,scooter,0.0,No,Urban,33,2,3,2022
21.0,5.0,12.986047,80.218114,13.016047,80.248114,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,3,4,2022
22.0,4.1,19.131141,72.813074,19.241141,72.923074,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,38,10,3,2022
21.0,4.5,11.02091,76.940432,11.03091,76.950432,Windy,Low,1,Buffet,scooter,1.0,No,Urban,17,1,4,2022
31.0,4.7,12.316967,76.603067,12.406967,76.693067,Sunny,Jam,2,Snack,scooter,0.0,No,Metropolitian,27,14,3,2022
37.0,4.8,0.0,0.0,0.04,0.04,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,35,3,4,2022
29.0,5.0,17.451976,78.385883,17.511976,78.445883,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,5,3,2022
22.0,4.3,12.310972,76.659264,12.330972,76.679264,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,7,3,2022
35.0,5.0,17.458998,78.500366,17.468998,78.510366,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,5,4,2022
24.0,4.7,22.722634,75.886959,22.802634,75.966959,Stormy,Jam,1,Drinks,motorcycle,0.0,No,,15,31,3,2022
,,-19.065838,72.832658,19.175838,72.942658,Cloudy,Low,1,Buffet,scooter,0.0,No,,23,4,4,2022
35.0,4.2,19.875016,75.322405,19.945016,75.392405,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,36,14,2,2022
31.0,4.3,22.745049,75.892471,22.855049,76.002471,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,36,4,3,2022
36.0,4.8,17.424114,78.347554,17.494114,78.417554,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,35,27,3,2022
32.0,4.6,21.160522,72.771477,21.290522,72.901477,Windy,Medium,2,Snack,scooter,1.0,No,Urban,29,18,3,2022
,,12.321214,76.621094,12.371214,76.671094,,,3,Buffet,motorcycle,1.0,No,Metropolitian,33,15,3,2022
24.0,4.7,10.994136,76.963303,11.124136,77.093303,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,8,3,2022
27.0,4.0,23.371292,85.327872,23.391292,85.347872,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,20,9,3,2022
32.0,4.4,12.933298,77.614293,12.943298,77.624293,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,13,3,2022
34.0,4.2,17.426228,78.407495,17.456228,78.437495,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,17,3,2022
,,-26.474986,80.342796,26.584986,80.452796,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,16,2,2022
29.0,3.3,12.933298,77.614293,13.063298,77.744293,Sunny,Low,2,Meal,electric_scooter,2.0,No,Metropolitian,36,8,3,2022
24.0,4.7,11.026117,76.944652,11.036117,76.954652,Stormy,High,2,Drinks,scooter,1.0,No,Urban,10,26,3,2022
31.0,4.3,18.530963,73.828972,18.600963,73.898972,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,4,4,2022
30.0,4.8,11.026117,76.944652,11.066117,76.984652,Windy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,30,19,3,2022
29.0,4.7,26.905287,75.794592,26.945287,75.834592,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,20,5,4,2022
27.0,4.1,22.725835,75.887648,22.855835,76.017648,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,35,10,3,2022
22.0,4.8,0.0,0.0,0.08,0.08,Windy,Jam,2,Meal,scooter,1.0,No,Urban,15,2,4,2022
20.0,4.9,23.416792,85.316842,23.506792,85.406842,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,20,3,2022
38.0,4.6,0.0,0.0,0.05,0.05,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,1,3,2022
33.0,4.7,19.875337,75.316722,19.885337,75.326722,Sandstorms,Low,1,Buffet,scooter,0.0,No,,21,15,2,2022
30.0,4.4,10.994136,76.963303,11.024136,76.993303,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,11,3,2022
20.0,4.8,12.949934,77.699386,12.989934,77.739386,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,15,5,4,2022
33.0,5.0,13.081878,80.248519,13.151878,80.318519,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,16,3,2022
34.0,4.3,13.049645,80.242268,13.109645,80.302268,Stormy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,34,17,3,2022
34.0,4.8,21.15276,72.778059,21.20276,72.828059,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,26,26,3,2022
22.0,4.5,23.374878,85.335739,23.394878,85.355739,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,23,5,4,2022
29.0,4.7,13.066762,80.251865,13.146762,80.331865,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,6,4,2022
20.0,4.7,0.0,0.0,0.08,0.08,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,14,3,2022
20.0,4.8,12.3085,76.665808,12.3685,76.725808,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,18,11,3,2022
,,12.986047,80.218114,13.116047,80.348114,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,10,3,2022
35.0,4.7,11.001753,76.986241,11.091753,77.076241,Fog,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,46,6,3,2022
34.0,4.5,13.026279,80.174568,13.096279,80.244568,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,20,3,2022
32.0,3.7,21.170798,72.790489,21.280798,72.900489,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,37,8,3,2022
